Postcode,Avg asking price,Avg blended ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¡ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂª/sqft,Sales per month,Turnover (sale),Avg asking rent (pm),Avg yield,3yr,Crime rate,Avg. household income,Social rent
SN10 5,"438,656",313,7,17%,,,1%,58,"47,500",11%
SN11 0,"356,932",337,7,8%,,,8%,57,"48,400",8%
SN11 8,"322,663",310,7,8%,,,13%,119,"49,300",5%
SN11 9,"318,869",290,9,16%,,,15%,43,"48,600",7%
SN12 6,"351,375",315,7,14%,,,-2%,89,"48,200",8%
SN12 7,"296,908",300,14,28%,,,14%,80,"45,300",13%
SN12 8,"346,304",321,4,17%,,,15%,64,"49,200",7%
SN13 0,"310,714",323,3,17%,,,14%,67,"51,700",21%
SN13 8,"605,831",450,2,6%,,,,37,"56,100",9%
SN13 9,"456,304",359,11,34%,,,6%,36,"50,000",11%
SN14 0,"310,718",344,8,18%,,,10%,63,"49,700",16%
SN14 6,"432,043",361,5,14%,,,4%,76,"56,100",5%
SN14 7,,424,2,17%,,,10%,96,"58,500",5%
SN14 8,"596,911",428,3,10%,,,17%,20,"54,100",4%
SN15 1,"314,398",336,7,22%,,,9%,108,"53,300",15%
SN15 2,"442,939",340,5,10%,,,11%,56,"48,300",7%
SN15 3,"267,113",336,9,18%,,,9%,82,"49,900",4%
SN15 4,"456,588",334,4,9%,,,21%,35,"55,700",6%
SN15 5,"625,250",389,4,17%,,,-5%,23,"57,000",5%
SN16 0,"495,802",379,7,19%,,,4%,40,"54,500",4%
SN16 9,"486,277",379,8,12%,"1,226",3.00%,6%,49,"54,300",4%
SN2 1,"263,145",261,10,33%,"1,117",5.10%,11%,104,"42,500",25%
SN2 2,"215,848",268,12,18%,"1,009",5.60%,15%,97,"48,200",15%
SN2 7,"303,124",295,11,19%,,,10%,70,"46,300",15%
SN25 1,"277,071",269,8,14%,,,8%,40,"52,400",7%
SN25 2,"304,814",283,18,29%,"1,027",4.00%,3%,98,"55,100",8%
SN25 3,"307,883",302,6,18%,,,8%,59,"44,000",13%
SN25 4,"338,357",325,8,20%,,,13%,64,"56,700",14%
SN26 7,"487,154",345,3,15%,,,-8%,63,"60,500",5%
SN3 1,"371,394",321,10,28%,,,7%,63,"54,500",12%
SN3 2,"224,000",241,4,14%,,,24%,131,"37,400",42%
SN3 3,"261,000",268,3,9%,,,12%,138,"42,800",39%
SN3 4,"339,827",309,10,15%,,,5%,78,"50,700",11%
SN3 5,"314,118",323,4,20%,,,4%,49,"49,800",12%
SN3 6,"322,528",302,6,10%,,,11%,103,"46,000",15%
SN4 0,"422,575",333,7,15%,,,14%,95,"54,500",9%
SN4 7,"353,642",298,8,16%,,,5%,79,"52,700",4%
SN4 8,"369,476",325,8,21%,,,7%,42,"50,300",4%
SN4 9,"353,611",324,5,24%,,,15%,45,"51,500",12%
SN5 4,"396,650",327,5,14%,,,8%,43,"56,500",8%
SN5 5,"307,677",327,10,32%,,,10%,37,"55,900",5%
SN5 6,"296,964",335,5,59%,,,12%,68,"54,300",23%
SN5 7,"254,167",324,3,21%,,,14%,143,"54,400",9%
SN5 8,"251,554",313,8,27%,,,15%,110,"45,400",21%
SN6 6,"540,833",385,4,9%,,,13%,38,"51,100",3%
SN6 7,"328,533",316,8,12%,,,12%,45,"48,600",11%
SN6 8,"451,500",343,4,7%,,,10%,67,"55,900",12%
SN7 7,"413,214",343,14,17%,"1,302",3.80%,-7%,92,"52,500",11%
SN7 8,"497,697",363,6,13%,,,2%,53,"55,500",8%
SN8 1,"446,709",391,4,6%,,,3%,68,"50,500",10%
SN8 2,"530,375",380,4,11%,,,17%,39,"52,300",8%
SN8 3,"567,141",365,6,13%,,,24%,43,"53,900",9%
SN8 4,"529,938",385,4,17%,,,8%,78,"49,500",10%
SN9 5,"415,796",346,5,16%,,,7%,51,"49,000",8%
SN9 6,"449,043",343,,,,,,42,"51,300",14%
SO14 0,"222,714",249,2,6%,"1,085",5.80%,164%,257,"41,200",15%
SO14 1,,211,,,,,,382,"45,600",29%
SO14 2,,270,2,33%,,,,729,"44,800",24%
SO14 3,"198,163",293,5,4%,"1,172",7.10%,5%,179,"45,500",28%
SO14 5,"149,375",311,2,15%,,,-16%,280,"42,800",49%
SO14 6,"267,222",284,3,11%,"1,818",8.20%,10%,105,"51,300",11%
SO15 1,,267,2,17%,,,9%,"1,453","46,800",21%
SO15 2,"220,523",303,9,14%,"1,724",9.40%,27%,240,"48,900",8%
SO15 3,"249,156",287,7,19%,"1,003",4.80%,7%,196,"48,700",14%
SO15 4,,315,4,41%,,,10%,45,"47,300",6%
SO15 5,"269,341",294,10,21%,"1,199",5.30%,9%,126,"58,300",11%
SO15 8,"264,000",279,3,27%,,,16%,94,"47,300",15%
SO16 0,"414,750",388,2,17%,,,5%,176,"61,300",7%
SO16 3,"346,290",332,6,23%,"1,592",5.50%,11%,69,"52,300",8%
SO16 4,"256,447",289,5,22%,,,-9%,168,"47,300",33%
SO16 5,"285,309",318,6,35%,,,15%,95,"45,400",30%
SO16 6,"242,035",294,6,20%,,,10%,166,"55,300",20%
SO16 7,"442,831",333,4,12%,"1,624",4.40%,-2%,72,"59,200",9%
SO16 8,"316,539",340,11,34%,,,4%,76,"50,300",19%
SO16 9,"244,227",288,5,15%,,,11%,161,"41,700",33%
SO17 1,"295,916",318,3,9%,"1,507",6.10%,-12%,71,"52,300",6%
SO17 2,"248,558",280,6,15%,"1,562",7.50%,6%,197,"41,000",16%
SO17 3,,291,2,26%,"1,891",,4%,81,"49,000",9%
SO18 1,"257,795",297,7,13%,"1,034",4.80%,8%,105,"53,000",8%
SO18 2,"283,945",334,5,25%,,,13%,103,"45,900",21%
SO18 3,"323,333",389,7,29%,,,6%,85,"48,600",7%
SO18 4,,306,4,67%,,,-9%,95,"47,700",14%
SO18 5,"284,200",302,5,15%,,,6%,109,"43,200",19%
SO18 6,,304,2,22%,,,-12%,179,"43,700",6%
SO19 0,,299,3,25%,,,-1%,126,"37,900",36%
SO19 1,,294,3,67%,,,9%,120,"42,400",24%
SO19 2,"287,400",289,5,15%,,,3%,58,"44,400",22%
SO19 6,"255,418",289,5,18%,,,3%,155,"39,500",44%
SO19 7,"272,356",316,10,30%,,,5%,139,"49,400",15%
SO19 8,"236,954",320,9,29%,,,-1%,96,"44,500",15%
SO19 9,"258,194",305,13,18%,"1,143",5.30%,4%,133,"43,600",23%
SO20 6,"551,389",435,3,13%,,,2%,42,"57,600",5%
SO20 8,"750,417",432,3,14%,,,,47,"57,800",7%
SO21 1,"546,648",456,3,6%,,,8%,49,"58,100",11%
SO21 2,"943,044",481,2,6%,,,-2%,48,"62,900",7%
SO21 3,"623,450",417,5,18%,,,1%,63,"66,200",7%
SO22 4,"444,615",447,7,14%,"2,309",6.20%,7%,75,"54,300",19%
SO22 5,"614,767",547,6,10%,"2,493",4.90%,5%,56,"61,900",7%
SO22 6,"551,351",494,8,17%,"1,871",4.10%,10%,60,"62,100",22%
SO23 0,"421,316",484,4,17%,"1,790",5.10%,7%,107,"43,600",32%
SO23 7,"501,749",484,10,14%,"1,565",3.70%,7%,74,"60,700",22%
SO23 8,"431,313",490,4,17%,"1,422",4.00%,24%,375,"49,700",31%
SO23 9,"595,333",570,5,12%,"1,664",3.40%,27%,159,"52,000",18%
SO24 0,"1,044,524",470,3,9%,,,25%,30,"59,100",8%
SO24 9,"615,417",465,8,21%,,,,40,"53,000",7%
SO30 0,"353,077",368,6,18%,,,8%,31,"51,500",4%
SO30 2,"404,971",385,15,17%,"1,326",3.90%,13%,70,"57,300",14%
SO30 3,"449,498",362,5,10%,,,6%,66,"48,700",8%
SO30 4,"398,935",369,5,16%,,,9%,90,"47,800",9%
SO31 1,"453,053",351,2,9%,,,-3%,91,"59,000",5%
SO31 4,"409,994",407,4,10%,,,8%,88,"53,500",11%
SO31 5,"353,125",378,4,9%,,,-2%,78,"41,500",11%
SO31 6,"426,610",378,10,14%,,,6%,41,"56,400",5%
SO31 7,"490,498",374,7,14%,,,10%,71,"63,900",6%
SO31 8,"394,603",348,9,17%,,,12%,101,"53,600",14%
SO31 9,"497,242",403,7,9%,,,,41,"56,700",1%
SO32 1,"401,371",404,6,8%,"1,282",3.80%,-5%,35,"48,100",3%
SO32 2,"505,659",391,8,5%,,,7%,60,"55,100",7%
SO32 3,,434,2,10%,,,11%,49,"59,800",6%
SO40 2,"478,224",385,6,15%,,,12%,90,"47,600",6%
SO40 3,"359,481",362,7,21%,,,7%,92,"39,800",11%
SO40 4,"340,534",373,5,19%,,,8%,43,"48,800",12%
SO40 7,"567,000",454,3,13%,,,1%,41,"52,400",3%
SO40 8,"345,367",399,11,37%,,,10%,73,"49,900",12%
SO40 9,"325,861",341,4,14%,,,5%,100,"46,000",8%
SO41 0,"591,792",476,11,6%,,,5%,33,"47,400",5%
SO41 3,"801,552",593,4,12%,,,11%,39,"47,700",6%
SO41 5,"1,051,000",667,2,12%,,,,63,"47,000",6%
SO41 6,"759,570",518,4,9%,,,14%,40,"55,100",3%
SO41 8,"576,820",480,6,9%,,,15%,70,"47,700",7%
SO41 9,"447,214",471,7,7%,"1,429",3.80%,7%,98,"46,000",12%
SO42 7,"944,016",614,4,9%,,,-7%,65,"53,200",4%
SO43 7,"615,147",474,3,5%,,,-23%,84,"54,200",6%
SO45 1,"405,101",354,3,7%,,,10%,79,"42,300",5%
SO45 2,"315,597",347,7,14%,,,-1%,56,"40,900",7%
SO45 3,"314,023",329,3,23%,,,9%,78,"43,600",17%
SO45 4,"414,679",370,5,23%,,,-5%,63,"43,800",4%
SO45 5,"372,571",379,9,21%,,,5%,63,"46,200",4%
SO45 6,"481,443",398,4,11%,,,-6%,126,"44,300",21%
SO50 4,"331,921",352,7,21%,,,3%,65,"50,700",13%
SO50 5,"257,043",302,6,14%,"1,167",5.40%,11%,143,"45,400",23%
SO50 6,"330,278",356,4,14%,,,7%,83,"46,900",11%
SO50 7,"421,841",375,7,20%,,,-1%,63,"55,600",10%
SO50 8,"379,773",371,7,21%,,,1%,44,"48,700",7%
SO50 9,"376,712",344,7,20%,"1,195",3.80%,-5%,168,"46,900",23%
SO51 0,"594,189",425,7,14%,,,9%,139,"55,300",12%
SO51 5,"425,500",411,5,29%,,,13%,38,"46,900",10%
SO51 6,"718,331",407,2,8%,,,19%,47,"57,900",3%
SO51 7,"478,540",414,5,14%,,,10%,55,"51,800",10%
SO51 8,"355,156",422,6,12%,"1,293",4.40%,-4%,96,"39,200",14%
SO52 9,"467,392",405,7,16%,,,8%,65,"52,200",8%
SO53 1,,412,6,57%,,,-1%,23,"65,700",2%
SO53 2,"396,998",380,7,22%,,,3%,48,"56,200",4%
SO53 3,"386,087",389,4,13%,,,6%,105,"53,600",23%
SO53 4,"517,103",428,5,21%,,,9%,20,"74,700",6%
SO53 5,"606,872",411,5,21%,,,2%,24,"66,300",1%
SP1 1,"307,934",353,7,23%,,,-16%,145,"53,200",9%
SP1 2,"297,291",328,4,20%,,,12%,284,"51,300",17%
SP1 3,"353,231",350,16,31%,,,-2%,71,"52,100",12%
SP10 1,"221,621",293,5,31%,,,11%,263,"53,300",33%
SP10 2,"370,757",331,10,23%,,,6%,107,"55,700",13%
SP10 3,"329,525",326,12,33%,,,1%,61,"53,100",10%
SP10 4,"305,346",338,6,32%,,,3%,75,"58,600",17%
SP11 0,"603,431",389,2,7%,,,25%,37,"60,200",11%
SP11 6,"391,808",335,15,22%,,,6%,216,"57,700",10%
SP11 7,"673,053",383,5,20%,,,5%,33,"59,200",12%
SP11 8,"638,418",374,2,9%,,,-2%,37,"60,700",9%
SP11 9,"333,189",322,6,23%,,,15%,59,"58,500",8%
SP2 0,"372,086",325,7,21%,,,6%,51,"50,100",21%
SP2 7,"277,964",329,10,22%,,,8%,131,"50,500",12%
SP2 8,"418,797",362,7,18%,,,5%,62,"51,300",10%
SP2 9,"336,767",328,9,32%,,,,98,"46,800",27%
SP3 4,"462,164",344,4,15%,,,20%,70,"62,100",12%
SP3 6,,367,4,33%,,,-17%,40,"45,300",9%
SP4 0,"590,833",354,3,21%,,,13%,31,"54,900",7%
SP4 6,"453,571",344,7,28%,,,10%,114,"54,800",9%
SP4 7,"353,474",326,13,27%,,,7%,101,"52,800",5%
SP4 8,"352,496",310,5,28%,,,9%,49,"60,100",10%
SP4 9,,305,2,17%,,,1%,34,"59,000",9%
SP5 1,"673,153",388,3,13%,,,16%,28,"55,800",5%
SP5 2,"558,810",408,4,14%,,,10%,30,"55,000",3%
SP5 3,"414,248",369,4,11%,,,7%,50,"55,400",5%
SP5 5,"601,495",361,2,10%,,,,40,"49,300",7%
SP6 1,"421,007",368,7,9%,,,-1%,72,"48,200",9%
SP6 2,"704,245",516,3,11%,,,51%,48,"48,400",5%
SP6 3,"524,092",404,4,9%,,,12%,47,"49,100",9%
SP7 0,"630,313",387,3,12%,,,,61,"48,400",5%
SP7 8,"317,960",319,11,14%,"1,032",3.90%,5%,99,"43,600",16%
SP7 9,"491,535",359,3,15%,,,11%,21,"47,500",3%
SP8 4,"324,238",294,12,12%,,,9%,70,"44,700",10%
SP8 5,"458,906",344,4,8%,,,-9%,25,"51,100",6%
SP9 7,"287,776",302,4,17%,,,13%,57,"59,600",7%
SR1 1,"61,964",80,3,14%,660,12.80%,,965,"30,800",20%
SR2 0,"198,198",171,9,16%,,,-16%,135,"37,400",22%
SR2 7,"169,846",129,8,12%,630,4.50%,4%,177,"36,600",9%
SR2 8,"72,405",89,8,38%,606,10.00%,-40%,205,"30,700",28%
SR2 9,"155,984",157,5,18%,,,-4%,81,"39,700",17%
SR3 1,"221,053",193,6,12%,,,-9%,103,"37,300",27%
SR3 2,"316,339",222,5,5%,,,-10%,77,"38,300",7%
SR3 3,"206,108",181,5,19%,,,-4%,101,"35,700",33%
SR4 0,"136,831",146,7,39%,,,-3%,132,"32,100",37%
SR4 6,"87,214",109,11,60%,,,7%,196,"32,300",22%
SR4 7,"138,422",126,14,35%,,,6%,131,"35,100",10%
SR4 8,"201,133",189,5,24%,,,10%,105,"33,000",30%
SR4 9,,163,3,27%,,,1%,131,"31,200",21%
SR5 1,"184,974",165,5,25%,,,-2%,127,"31,900",22%
SR5 2,,87,3,30%,,,-19%,254,"28,700",31%
SR5 3,"157,200",136,6,40%,,,-2%,169,"31,700",25%
SR5 4,,110,3,43%,,,-5%,95,"27,700",46%
SR5 5,"117,632",126,4,19%,,,14%,150,"27,900",51%
SR6 0,"169,977",159,5,15%,,,18%,206,"35,500",18%
SR6 7,"383,952",253,10,34%,,,-7%,55,"44,000",11%
SR6 8,"285,108",268,5,16%,,,,87,"42,200",1%
SR6 9,"205,714",201,9,28%,,,-5%,69,"40,200",5%
SR7 0,"165,679",162,5,10%,,,12%,65,"38,100",5%
SR7 7,"166,345",156,9,13%,,,-4%,123,"34,300",20%
SR7 8,"188,608",182,6,10%,,,-20%,85,"33,800",8%
SR7 9,"102,572",111,5,10%,,,3%,162,"33,100",17%
SR8 1,"205,016",167,2,13%,,,-29%,183,"37,900",17%
SR8 2,"89,119",94,4,15%,,,9%,133,"32,700",25%
SR8 3,"155,537",93,18,40%,,,-24%,169,"33,300",19%
SR8 4,"76,511",76,16,37%,516,8.10%,-2%,159,"27,800",35%
SR8 5,"81,127",95,8,31%,,,-3%,235,"31,000",34%
SS0 0,"417,750",379,8,12%,,,2%,109,"45,200",11%
SS0 7,"316,887",339,13,14%,"1,238",4.70%,-3%,189,"39,300",11%
SS0 8,"476,341",390,11,12%,"1,371",3.50%,,88,"47,500",9%
SS0 9,"274,870",326,14,12%,"1,137",5.00%,8%,84,"44,000",6%
SS1 1,"326,998",358,3,4%,"1,178",4.30%,-37%,558,"39,700",8%
SS1 2,"260,963",328,9,8%,"1,112",5.10%,5%,295,"41,900",14%
SS1 3,"628,387",433,7,7%,,,1%,44,"49,700",7%
SS11 7,"491,311",408,11,19%,,,,108,"47,100",8%
SS11 8,"390,467",402,12,19%,,,8%,60,"51,500",5%
SS12 0,"443,194",414,7,14%,,,7%,56,"47,400",6%
SS12 9,"374,361",444,10,16%,,,3%,81,"49,700",4%
SS13 1,"294,643",350,9,19%,,,4%,174,"41,300",30%
SS13 2,"432,232",346,2,5%,,,-3%,124,"40,700",11%
SS13 3,"308,608",305,5,19%,,,7%,251,"38,100",29%
SS14 1,"311,000",342,6,20%,,,7%,265,"39,500",38%
SS14 2,"323,511",352,6,9%,,,5%,113,"41,300",32%
SS14 3,"343,333",338,3,16%,,,15%,376,"39,500",35%
SS15 4,"443,654",415,8,24%,,,7%,48,"45,000",9%
SS15 5,"326,917",357,10,18%,,,6%,138,"43,600",33%
SS15 6,"358,587",376,6,10%,,,11%,115,"44,800",21%
SS16 4,"296,189",329,5,12%,,,10%,141,"40,500",36%
SS16 5,"436,981",390,5,6%,"1,427",3.90%,-1%,146,"49,100",8%
SS16 6,"475,625",428,5,8%,,,-2%,51,"56,500",17%
SS17 0,"382,115",385,8,26%,"1,462",4.60%,14%,97,"48,300",7%
SS17 7,"377,188",380,5,11%,,,11%,72,"42,800",17%
SS17 8,"425,625",393,7,19%,,,9%,31,"49,600",1%
SS17 9,"546,161",425,2,4%,,,12%,79,"48,600",7%
SS2 4,"354,219",347,11,12%,"1,397",4.70%,1%,92,"41,800",20%
SS2 5,"289,323",323,8,16%,,,10%,157,"38,600",15%
SS2 6,"309,696",354,12,10%,"1,139",4.40%,13%,193,"42,100",11%
SS3 0,"406,944",370,4,6%,,,6%,59,"43,400",5%
SS3 8,"420,000",403,7,21%,,,8%,72,"43,000",7%
SS3 9,"396,553",358,8,9%,,,-2%,88,"43,100",8%
SS4 1,"365,952",360,11,14%,,,-4%,104,"43,400",12%
SS4 3,"425,188",392,8,19%,,,6%,36,"46,800",6%
SS5 4,"525,244",392,9,17%,,,3%,47,"50,300",4%
SS5 5,"549,412",411,4,17%,,,5%,27,"49,600",10%
SS5 6,"506,999",385,5,12%,,,7%,50,"40,500",1%
SS6 7,"481,974",408,6,9%,,,2%,110,"48,300",4%
SS6 8,"447,179",417,10,18%,,,6%,33,"50,200",5%
SS6 9,"456,314",415,12,21%,,,4%,58,"52,100",5%
SS7 1,"453,491",407,9,12%,,,1%,54,"49,000",2%
SS7 2,"431,196",401,5,9%,,,8%,61,"46,600",2%
SS7 3,"420,189",404,11,12%,,,6%,45,"47,500",2%
SS7 4,"386,452",354,7,22%,,,5%,44,"46,300",3%
SS7 5,"401,963",391,10,11%,,,-1%,65,"48,300",5%
SS8 0,"382,000",369,5,10%,,,2%,129,"39,200",6%
SS8 7,"337,781",384,11,17%,,,-4%,83,"37,100",3%
SS8 8,"313,409",395,4,16%,,,9%,48,"36,700",4%
SS8 9,"322,788",349,12,16%,,,6%,95,"40,900",14%
SS9 1,"432,000",444,9,11%,"1,364",3.80%,2%,60,"51,800",2%
SS9 2,"525,585",474,12,14%,"1,401",3.20%,5%,59,"58,000",2%
SS9 3,"529,518",437,11,15%,,,11%,53,"50,000",8%
SS9 4,"406,225",442,8,12%,,,-2%,55,"43,200",9%
SS9 5,"414,800",391,12,15%,,,7%,43,"43,500",6%
ST1 2,,103,2,15%,,,21%,260,"31,000",23%
ST1 3,"137,497",159,7,22%,727,6.30%,-11%,298,"29,900",26%
ST1 4,,108,2,33%,,,6%,259,"30,500",24%
ST1 5,"117,818",136,3,25%,,,-11%,547,"33,100",16%
ST1 6,"166,367",181,13,29%,,,6%,82,"35,500",18%
ST10 1,"270,739",249,8,6%,,,,71,"40,500",4%
ST10 2,"399,371",268,2,4%,,,2%,41,"42,000",6%
ST10 3,"438,438",272,2,7%,,,,69,"42,600",4%
ST10 4,"369,293",257,3,3%,,,5%,37,"44,400",3%
ST11 9,"292,106",254,8,8%,,,13%,68,"43,400",10%
ST12 9,"389,375",275,5,13%,,,1%,57,"47,500",11%
ST13 5,"276,756",230,7,23%,,,7%,96,"38,200",9%
ST13 6,"185,430",210,6,25%,,,11%,86,"36,600",19%
ST13 7,"339,257",261,7,19%,,,11%,31,"45,100",2%
ST13 8,"253,662",236,7,17%,,,10%,68,"39,900",3%
ST14 5,"364,196",278,2,4%,,,4%,55,"45,100",4%
ST14 7,"266,009",243,13,25%,,,18%,72,"42,200",3%
ST14 8,"335,971",262,6,7%,,,9%,89,"45,800",4%
ST15 0,"304,555",267,7,9%,,,6%,84,"47,700",10%
ST15 8,"305,695",266,11,12%,734,2.90%,15%,62,"46,000",8%
ST16 1,"283,420",249,14,8%,"1,136",4.80%,-3%,65,"46,200",11%
ST16 2,,194,,,,,119%,835,"40,600",24%
ST16 3,"193,403",214,17,22%,835,5.20%,10%,117,"44,300",16%
ST17 0,"398,244",297,8,14%,,,9%,33,"54,200",3%
ST17 4,"287,547",255,14,14%,,,7%,80,"46,000",14%
ST17 9,"236,682",228,10,17%,,,14%,92,"41,300",21%
ST18 0,"378,441",291,9,9%,,,15%,54,"49,800",6%
ST18 9,"451,999",280,3,5%,,,12%,36,"49,900",8%
ST19 5,"361,450",282,5,17%,,,8%,76,"44,400",8%
ST19 9,"401,192",288,6,16%,,,15%,55,"46,300",5%
ST2 0,"132,273",131,2,23%,,,6%,184,"32,800",55%
ST2 7,"206,686",214,7,16%,,,5%,53,"40,700",5%
ST2 8,"185,934",169,4,21%,,,23%,138,"31,500",32%
ST2 9,"171,369",175,4,13%,,,6%,112,"34,600",24%
ST20 0,"432,664",272,5,8%,,,19%,41,"49,100",5%
ST21 6,"452,999",294,3,6%,,,11%,68,"49,700",7%
ST3 1,"160,750",188,3,13%,,,30%,169,"33,400",36%
ST3 2,"182,245",188,4,12%,,,10%,162,"34,400",25%
ST3 3,"193,490",155,5,42%,,,18%,151,"38,300",44%
ST3 4,"201,832",199,6,15%,,,12%,109,"34,700",10%
ST3 5,"190,847",216,8,11%,,,5%,87,"36,100",16%
ST3 6,"196,709",207,7,12%,,,-5%,119,"35,200",30%
ST3 7,"273,581",251,7,8%,,,7%,78,"42,400",9%
ST4 2,"133,660",146,7,41%,494,4.40%,11%,205,"30,700",19%
ST4 3,"113,460",130,8,42%,,,13%,236,"32,300",16%
ST4 4,"135,329",150,3,10%,746,6.60%,2%,169,"35,200",12%
ST4 5,"147,958",168,5,17%,,,-2%,80,"37,300",21%
ST4 6,"170,831",183,7,31%,894,6.30%,15%,148,"40,400",23%
ST4 7,"166,429",166,9,35%,,,7%,179,"39,500",17%
ST4 8,"290,033",264,14,16%,,,5%,50,"46,700",5%
ST5 0,"202,303",202,11,31%,,,-1%,95,"40,900",16%
ST5 1,"123,008",174,6,11%,815,8.00%,,386,"34,700",27%
ST5 2,"263,583",224,8,20%,"1,549",7.10%,3%,148,"40,200",21%
ST5 3,"299,517",245,7,24%,,,7%,55,"46,500",12%
ST5 4,"292,490",280,5,12%,,,16%,42,"51,600",1%
ST5 5,"454,564",286,,,,,,42,"45,500",3%
ST5 6,"174,394",174,7,22%,,,18%,106,"36,500",12%
ST5 7,"182,598",182,7,20%,,,6%,100,"37,000",27%
ST5 8,"195,220",191,8,22%,,,11%,59,"40,200",13%
ST5 9,"196,973",212,6,23%,,,-6%,103,"38,100",25%
ST6 1,"116,774",120,7,23%,,,4%,151,"35,000",22%
ST6 2,"138,445",118,5,36%,,,13%,240,"34,200",19%
ST6 3,,118,3,53%,,,9%,213,"31,200",45%
ST6 4,"119,363",120,5,29%,,,-5%,188,"31,500",13%
ST6 5,"131,376",136,9,48%,,,13%,145,"36,200",22%
ST6 6,"165,202",158,13,53%,,,-11%,132,"34,200",25%
ST6 7,"172,759",170,3,15%,,,16%,87,"34,500",22%
ST6 8,"194,195",191,11,17%,,,6%,80,"37,900",6%
ST7 1,"212,586",232,9,19%,,,5%,98,"37,600",13%
ST7 2,"324,703",265,13,16%,,,,18,"44,800",9%
ST7 3,"353,985",264,6,10%,,,5%,7,"44,400",3%
ST7 4,"232,717",222,8,12%,,,10%,42,"39,900",8%
ST7 8,"255,494",232,5,15%,,,12%,44,"41,000",4%
ST8 6,"211,224",230,11,16%,,,19%,82,"38,900",6%
ST8 7,"255,937",263,6,11%,,,13%,57,"44,000",5%
ST9 0,"243,394",241,3,7%,,,-1%,38,"45,600",5%
ST9 9,"379,774",298,5,11%,,,5%,50,"44,600",1%
SW10 0,"1,531,808","1,233",5,3%,"4,686",3.70%,32%,140,"56,300",27%
SW10 9,"965,538","1,268",7,4%,"3,308",4.10%,-11%,157,"79,700",13%
SW11 1,"645,742",882,9,10%,,,22%,240,"86,500",15%
SW11 2,"627,522",767,9,14%,"2,661",5.10%,4%,130,"64,400",31%
SW11 3,"648,299",823,11,6%,"2,762",5.10%,16%,102,"69,700",24%
SW11 4,"969,320","1,040",9,8%,"3,405",4.20%,300%,106,"66,500",19%
SW11 5,"697,241",838,16,21%,"2,778",4.80%,12%,106,"75,700",34%
SW11 6,"987,321",917,9,20%,,,9%,58,"95,800",12%
SW12 0,"753,136",806,8,14%,"2,560",4.10%,3%,64,"76,000",23%
SW12 8,"768,704",853,17,22%,"2,405",3.80%,-15%,81,"88,600",14%
SW12 9,"643,489",828,16,20%,"2,522",4.70%,26%,168,"82,900",13%
SW13 0,"897,879",941,6,13%,"3,434",4.60%,1%,76,"74,800",12%
SW13 8,"1,185,000",889,3,14%,"3,519",3.60%,-4%,48,"72,000",3%
SW13 9,"1,687,113",992,5,12%,"4,412",3.10%,-8%,105,"72,000",15%
SW14 7,"620,887",817,8,29%,,,14%,84,"76,600",11%
SW14 8,"749,880",839,11,28%,,,,74,"76,500",7%
SW15 1,"918,897",875,11,24%,"2,646",3.50%,-7%,149,"83,200",7%
SW15 2,"615,475",801,14,14%,"2,687",5.20%,2%,85,"85,600",6%
SW15 3,"596,448",640,9,8%,"2,344",4.70%,-5%,75,"63,200",17%
SW15 4,"429,333",458,,,,,-1%,117,"44,800",47%
SW15 5,"682,796",708,4,7%,,,6%,84,"57,400",24%
SW15 6,"550,199",757,9,12%,"2,121",4.60%,8%,67,"76,500",14%
SW16 1,"441,666",597,5,6%,"1,835",5.00%,20%,132,"63,500",13%
SW16 2,"444,941",594,14,11%,"1,834",4.90%,2%,92,"62,700",17%
SW16 3,"670,946",520,6,10%,,,-3%,93,"58,200",9%
SW16 4,"525,111",478,8,13%,"1,505",3.40%,-1%,94,"54,700",10%
SW16 5,"496,583",560,13,16%,"2,177",5.30%,2%,94,"59,500",13%
SW16 6,"473,198",614,12,11%,"1,922",4.90%,4%,99,"59,600",12%
SW17 0,"549,211",709,15,12%,"2,300",5.00%,52%,183,"66,400",16%
SW17 6,,666,2,15%,,,,54,"80,800",3%
SW17 7,"672,463",798,11,17%,"2,032",3.60%,18%,104,"83,300",8%
SW17 8,"648,180",769,13,19%,"2,844",5.30%,-1%,76,"70,400",18%
SW17 9,"532,867",696,13,14%,"2,056",4.60%,,127,"64,600",16%
SW18 1,"679,110",819,16,7%,"2,696",4.80%,23%,132,"85,400",13%
SW18 2,"596,791",786,11,13%,"2,921",5.90%,1%,76,"77,000",17%
SW18 3,"691,633",788,16,20%,"2,303",4.00%,3%,76,"79,600",13%
SW18 4,"544,379",782,14,11%,"2,358",5.20%,18%,176,"76,600",21%
SW18 5,"689,887",769,12,26%,,,7%,64,"84,400",11%
SW19 1,"604,796",736,9,14%,"2,142",4.20%,3%,113,"82,000",13%
SW19 2,"477,598",676,10,14%,"1,852",4.70%,3%,132,"63,800",17%
SW19 3,"702,856",752,9,15%,"2,168",3.70%,-3%,82,"79,700",4%
SW19 4,"878,864",872,7,10%,"2,660",3.60%,3%,59,"83,600",11%
SW19 5,"1,697,031",871,5,7%,"4,606",3.30%,-6%,71,"74,000",6%
SW19 6,"508,141",643,9,16%,"2,201",5.20%,-4%,72,"63,300",12%
SW19 7,"1,107,966",836,5,11%,"2,871",3.10%,3%,135,"83,800",4%
